567,2140,48,60,8,16,200,0,0,3.044008,27,54,14,99224,0,21210.66,0,4,32,56,-247822.8,130,0,5526,24,0,2140,38706,85,9,88354,198652,2,104874,0,0,1,8,0,5,0,UYBR,6,0,1,-1
658,1108,140,175,4,72,166.56,0,549072,1.186285,18,40,112,2033328,0,162644.7,5,4,40,32,549.856,495,12,9711,16,0,4396660,863106,535,0,768187,7006480,34,417336,0,2,0,10,1,5,0,cJvF,4,0,2,-1
658,352,124,155,0,0,220.08,0,0,2.008332,18,30,196,6220800,3,193735.2,0,0,32,72,155632,505,0,10980,6,8,9462600,0,160,0,0,10680480,44,0,0,0,1,10,0,5,0,cJvF,4,0,2,-1
532,0,140,175,2,16,253.52,0,6757380,3.726982,9,26,0,1382400,0,210411.6,20,0,24,16,32882.56,525,96,0,4,0,3757190,235524,0,9,604800,9900360,22,0,0,0,1,10,0,5,0,cJvF,4,0,2,-1
147,0,140,175,2,64,233.44,10,8030940,1.325358,9,14,0,0,6,191213.4,25,8,32,0,110302.8,275,96,0,4,64,250395,898942,0,0,604800,10424840,4,2016996,0,0,1,10,0,5,0,cJvF,4,0,2,-1
658,3948,20,25,0,32,236.8,5,0,2.989105,18,58,98,0,0,18276.39,0,0,0,0,-190235.2,275,0,51264,-12,8,2685,3779380,6345,18,0,7560880,2,0,0,0,1,4,0,5,1,UYBR,6,0,3,-1
546,0,124,155,4,152,253.52,0,0,4.248238,18,26,0,1267232,0,191324.1,0,12,32,16,152760.4,495,0,0,-30,0,1656025,3262560,0,9,1209600,10557160,8,3110400,0,0,1,10,0,5,0,cJvF,4,0,2,-1
364,8,80,100,6,24,253.52,0,1630464,3.116001,9,50,0,10360,0,92040.59,5,6,32,8,135760.8,380,24,172593,26,0,440065,231842,590,9,687050,2863484,16,949854,0,0,1,10,0,5,0,cJvF,4,3,2,-1
763,348,152,190,2,8,330.72,0,2882076,6.411664,9,30,77,4995112,0,161463,10,0,32,64,289540,645,42,2853,4,0,6774500,70400,6480,0,604800,10557720,40,0,0,0,0,10,0,5,0,UYBR,4,4,2,-1
1330,228,224,280,4,112,166.56,0,145080,0.911557,9,34,14,1496416,0,35706.3,10,10,40,88,41572.4,670,18,90180,8,16,1622895,107400,435,9,365001,2441440,42,113442,0,0,1,10,0,5,0,cJvF,4,0,2,-1
301,0,112,140,2,40,318.16,0,2937876,1.674856,9,22,0,738896,0,230850.3,20,4,32,16,-210613.2,410,42,0,4,0,1671295,792000,0,9,554400,7149880,16,950400,0,0,1,10,0,5,0,UYBR,4,4,2,-1
693,0,540,675,2,80,220.08,0,378234,6.715018,9,26,0,2959560,0,83217.91,20,8,48,216,-810992,1410,108,0,4,0,5594900,58374,0,9,235984,6935800,144,104376,0,0,1,10,0,5,0,cJvF,4,0,2,-1
686,352,176,220,2,56,268.24,0,4249122,2.686178,18,32,14,2107600,0,192900,25,4,32,40,97139.2,580,54,36693,-30,0,3045705,1108830,160,9,554414,10386600,32,499050,0,0,1,10,0,5,0,cJvF,4,0,2,-1
1603,748,180,225,6,152,200,0,12336,2.899167,9,106,182,229016,0,8830.439,0,14,40,32,32974,885,6,19287,14,0,47345,160562,60,9,246029,597588,28,173784,0,0,1,4,0,5,0,UYBR,6,0,3,-1
910,2624,144,180,4,80,200,0,3111408,3.698355,9,158,49,350360,0,167847.6,15,10,32,8,402872,560,42,4959,36,0,1907005,1559944,7270,9,911365,9634560,20,2554188,0,0,1,10,0,5,0,cJvF,4,0,2,-1
189,0,192,240,2,176,240.56,0,1465854,6.039522,9,18,0,160608,0,58006.8,10,2,16,16,-653776,630,60,0,-6,0,1600000,169978,0,9,310779,3323676,22,266382,0,0,0,10,0,3,0,cJvF,4,0,2,-1
749,124,132,165,4,80,220.08,0,6741000,3.025636,9,132,91,0,0,210497.4,20,8,32,0,122034.4,535,84,8100,4,0,176300,1627886,80,27,1209600,10655640,2,2073600,0,0,1,4,0,5,0,cJvF,6,0,3,-1
1008,3220,616,770,6,104,133.12,0,298608,6.475753,9,210,308,40728,0,2276.277,50,12,80,88,61972.4,1655,246,6300,58,0,328325,28718,620,36,25011,590624,146,50520,0,0,1,4,0,5,0,cJvF,4,0,3,-1
777,268,172,215,0,72,286.96,0,6945000,4.921171,9,32,168,1628376,0,162667.5,10,6,32,24,160710.4,570,120,56016,6,0,946370,1236504,275,0,0,10402280,12,1555200,0,0,0,10,0,5,0,cJvF,4,0,2,-1
427,0,128,160,0,8,253.52,0,4234992,2.24311,18,26,0,4838400,0,202464.9,10,0,32,56,296713.2,555,54,0,4,0,5505350,129204,0,9,0,10596400,26,0,0,0,1,10,0,5,0,cJvF,4,0,2,-1
749,636,120,150,0,40,253.52,0,4143294,2.912412,18,48,322,1034016,3,183069.3,5,2,24,40,-275066,495,54,1692,24,8,1533025,791020,110,0,0,8113640,18,2564340,0,0,2,10,0,5,0,UYBR,4,0,2,-1
119,0,140,175,2,40,40.08,0,4410570,2.1489,9,14,0,4435312,0,174474.3,10,0,32,56,194856.8,380,60,0,-10,0,3962780,792020,0,0,554414,10545920,22,0,0,0,2,10,0,5,0,UYBR,4,0,2,-1
1897,4384,128,160,8,136,200,0,1890252,2.058321,9,156,189,1267312,0,40287.3,0,12,32,16,156740,550,24,42768,-24,0,1161560,2780120,3950,18,2368849,10456920,6,3110400,0,0,0,4,0,5,1,UYBR,4,0,3,-1
147,0,168,210,4,56,263.52,0,291126,4.139714,9,20,0,912408,0,39539.1,0,6,32,48,-96349.6,700,6,0,-28,0,2271150,104024,0,9,542997,3064268,50,583518,0,0,1,10,0,5,0,UYBR,4,0,2,-1
231,0,124,155,0,8,220.08,0,6739200,4.222816,9,18,0,1382400,0,206615.4,35,0,32,16,-6846.16,550,78,0,4,0,3185450,172800,0,9,0,10497160,16,0,0,0,0,10,0,5,0,UYBR,4,0,2,-1
784,116,132,165,4,32,258.56,0,2855778,2.635548,9,102,7,1382400,0,143485.2,30,6,40,16,431648,545,36,16758,-30,0,4972175,582564,55,27,629930,10238400,24,1058340,0,0,1,10,0,5,0,cJvF,4,0,2,-1
420,0,128,160,0,8,253.52,0,0,6.51912,9,24,0,6220800,0,208757.1,0,0,32,72,156715.6,525,0,0,4,0,9504050,4576,0,9,0,10722800,44,0,0,0,1,10,0,5,0,UYBR,4,0,2,-1
217,0,232,290,2,96,186.64,0,2954850,4.913907,9,16,0,4913304,3,93848.7,50,2,56,32,-128716.4,755,90,0,4,8,4653980,179212,0,0,452795,9804760,32,294426,0,0,1,10,0,5,0,UYBR,4,4,2,-1
903,3884,152,190,4,32,166.56,0,5495016,2.618671,27,108,308,2073600,0,207915.9,15,6,32,24,269006,535,66,37521,-18,16,3492455,320986,335,18,1209600,10209680,28,1555200,0,0,1,10,0,5,1,UYBR,4,0,2,-1
861,200,192,240,4,64,313.36,5,0,4.581286,18,52,0,152320,3,4434.96,0,8,48,88,-1668948,770,0,12015,-22,16,169190,33192,1000,0,8316,299984,50,33132,0,0,0,4,0,5,1,UYBR,5,0,3,-1
3815,724,220,275,8,0,166.56,0,0,0.885067,9,58,21,157312,0,3486.72,20,8,136,296,-3547.856,860,0,8217,34,0,43510,0,1840,18,7574,148776,20,24174,0,0,1,10,0,5,0,cJvF,4,0,2,-1
35,0,100,125,0,80,220.48,0,167340,1.248024,9,14,0,16064,0,8458.26,0,4,0,24,-69506.4,155,36,0,-10,0,53795,39978,0,0,0,304148,8,92346,0,0,1,10,0,3,0,cJvF,4,4,2,-1
2394,2348,408,510,14,160,202,0,2413272,0.152104,9,170,560,2111544,6,23418.9,25,6,104,120,-80042.4,1675,48,34587,-20,32,4732330,256140,1715,18,700546,8444920,102,42666,0,0,0,4,0,5,1,cJvF,4,0,3,-1
847,2264,152,190,0,24,326.72,0,8898300,1.133518,36,44,637,0,0,199726.2,45,0,32,0,486180,580,108,10917,-24,0,1776725,143678,985,0,0,10751320,16,0,0,0,3,10,0,5,1,UYBR,4,3,2,-1
882,168,60,75,0,16,200,0,3534588,3.770776,9,54,42,1207040,0,76338.3,0,0,8,32,-341063.6,375,24,0,30,0,4871030,1277138,0,9,0,9411000,10,0,0,0,1,10,0,5,0,UYBR,4,0,2,-1
1708,5652,652,815,8,264,0,0,1650546,1.994018,9,64,819,576984,0,75431.41,30,34,136,136,120148.8,1890,252,54810,-24,0,2653790,2252940,19350,18,1322454,10274120,96,2304408,0,0,1,10,0,5,1,UYBR,4,0,2,-1
1043,120,164,205,0,16,186.64,0,6966120,6.928862,9,56,0,1176920,0,67694.41,25,2,56,40,316144.4,610,90,315,-22,0,3275695,227208,90,18,0,9950520,26,499002,0,0,0,10,0,5,1,UYBR,4,0,2,-1
364,0,288,360,4,160,265.76,0,1767156,5.464644,9,22,0,750120,0,108994.2,5,10,40,64,672788,780,126,0,4,0,951295,741006,0,9,380772,4432880,34,432096,0,0,2,4,0,5,0,cJvF,3,0,3,-1
2807,276,472,590,28,400,166.56,0,8844,0.392865,27,34,0,1003656,0,6185.94,0,38,232,256,-4282.84,1850,12,1710,10,0,327990,401220,350,0,355502,1879440,30,460326,0,0,1,8,0,5,0,cJvF,6,0,1,-1
126,0,68,85,0,24,20.08,0,3628800,4.435377,9,16,0,3545608,0,281700,10,6,48,24,73924.8,245,6,0,-10,0,2936580,1010866,0,0,0,9320440,10,185718,0,0,1,10,0,5,0,cJvF,4,0,2,-1
168,0,148,185,0,40,266.4,0,3814578,3.311686,18,18,0,2534464,0,212940.3,25,4,40,32,107546.4,455,60,0,-8,0,4356175,708084,0,0,0,10813920,22,950424,0,0,3,10,0,5,1,UYBR,4,0,2,-1
469,0,72,90,2,32,200,0,0,0.275155,36,26,0,94960,0,13715.7,0,6,24,72,-45611.2,245,0,0,4,0,37035,30060,0,0,67263,188812,4,77376,0,0,0,10,0,5,0,UYBR,4,0,2,-1
2590,276,408,510,10,296,166.56,0,17856,2.738731,18,80,119,345568,0,8555.01,5,24,104,120,-1122160,1145,6,9378,-22,0,507660,180800,1850,0,109760,1107460,72,224226,0,0,1,10,0,5,1,cJvF,4,0,2,-1
609,160,124,155,0,0,294.72,0,0,0.734886,18,30,14,6220800,0,222096.6,0,0,32,72,148013.6,465,0,333288,6,0,9504000,0,535,0,0,10713600,44,0,0,1,0,10,0,5,0,cJvF,4,0,2,-1
735,0,128,160,0,24,253.52,0,2862378,0.549242,9,64,0,3283272,0,222157.2,20,2,32,40,-13192.16,485,48,2214,-28,0,4464120,404848,0,0,0,9514960,22,475218,0,0,0,10,0,5,0,UYBR,4,3,2,-1
14,0,20,25,0,16,136.24,0,7662,1.549455,9,12,0,2384,0,231369.6,0,0,0,16,-416860,25,6,0,4,8,0,768082,0,0,0,1542464,0,0,0,0,1,10,0,5,0,cJvF,4,0,2,-1
728,1840,92,115,0,80,133.12,0,5568,6.894681,18,132,42,71032,0,8174.16,0,0,8,8,32646.44,395,6,16326,-28,0,243485,42082,95,18,0,318180,22,0,0,0,1,9,0,5,0,UYBR,6,3,1,-1
1365,552,272,340,4,144,198.88,0,479358,5.808802,9,120,91,857992,0,89661.91,20,8,88,64,-135796.4,695,54,41049,-28,0,5265550,852176,725,27,13272,7155040,50,619998,0,0,1,10,0,5,0,cJvF,4,3,2,-1
861,704,172,215,6,64,235.36,0,6032040,3.464644,9,56,63,2470160,0,179156.1,5,6,32,40,516076,605,90,38979,-30,0,2038780,1267266,240,9,1663298,10689280,22,1425666,3,2,0,10,1,5,0,UYBR,4,1,2,-1
161,0,132,165,2,96,220.08,0,274410,6.767144,9,16,0,1612248,0,87078.3,0,10,64,56,-29623.72,505,6,0,-8,0,3200055,2073600,0,9,129521,9105880,16,2114364,0,1,2,10,0,5,0,UYBR,4,0,2,-1
658,2508,128,160,0,8,258.8,0,2592000,6.40846,9,76,154,4147200,0,219791.7,15,0,32,48,40174.4,465,30,41931,26,0,7232450,20736,6915,9,0,10665840,34,0,0,0,1,10,0,5,0,UYBR,4,0,2,-1
203,0,44,55,0,16,265.52,0,0,0.339885,9,20,0,13760,0,238929.9,0,2,0,64,-56752,360,0,0,-28,0,0,2419200,0,9,0,5087440,0,363234,3,0,1,10,0,5,0,UYBR,4,0,2,-1
14,0,16,20,2,8,0,0,3628800,6.236061,9,14,0,4838400,0,789015,0,2,8,8,334039.2,30,6,0,-10,0,0,11820,0,0,2428230,6249600,0,2081340,0,0,1,5,0,5,0,UYBR,0,4,0,-1
896,1816,228,285,20,168,286.96,0,444858,1.375988,36,34,0,287856,0,52958.1,0,22,88,8,-641428,1235,12,20943,10,0,2422815,805886,300,9,615797,4688000,44,1046226,0,0,1,10,0,5,0,UYBR,4,4,2,-1
1309,5084,176,220,2,56,259.76,0,5066358,4.696005,36,88,119,636144,0,101206.5,30,6,48,16,149633.6,645,84,4329,54,0,2986515,1000986,1865,27,554414,10302760,24,1425642,0,0,1,4,0,5,0,cJvF,6,0,3,-1
1267,592,132,165,0,8,537.92,5,10699800,2.320444,18,56,168,0,0,98280.59,45,0,32,0,149476,505,126,25362,28,8,10080,172800,2790,18,0,10597240,4,0,0,0,0,4,0,5,0,UYBR,2,0,6,-1
1029,620,160,200,2,32,286.96,0,2809518,1.025208,27,48,210,2669440,0,152463,20,2,56,64,155944.8,570,36,11781,-20,0,6412550,191308,340,0,153671,10306480,34,518400,0,0,2,10,0,5,1,cJvF,4,0,2,-1
322,0,32,40,2,8,253.52,0,6696060,1.641102,9,22,0,0,0,262015.5,10,2,8,0,44780,385,12,0,4,0,5865050,783212,0,0,964432,11350920,4,826656,0,0,0,10,0,5,0,cJvF,4,4,2,-1
147,0,108,135,2,16,20.08,0,2207202,5.342021,9,14,0,2260952,0,210444,35,4,64,40,422668,220,30,0,-10,0,3827800,998792,0,0,36414,8790080,12,855192,0,0,1,10,0,5,0,UYBR,4,4,2,-1
469,0,12,15,0,0,99.68,0,0,1.441359,9,76,0,10896,0,2303.277,0,0,0,24,-16196.56,355,0,1188,28,0,0,0,10,0,0,5448,0,0,0,0,1,9,0,5,0,UYBR,6,4,1,-1
133,0,132,165,0,32,220.08,0,4924986,0.593036,9,16,0,3576048,0,231222.6,10,2,32,48,163821.2,310,60,0,-8,0,3850240,633638,0,0,0,10369280,20,475224,0,1,1,10,0,5,0,UYBR,4,4,2,-1
1470,2036,36,45,0,16,20.08,15,2906802,0.859005,9,90,203,377568,3,44463.6,0,0,8,8,-338352.8,995,24,47790,4,48,246140,567582,610,18,0,3458728,4,0,0,0,0,10,0,5,0,UYBR,4,0,2,-1
2485,732,388,485,2,280,246.56,0,381090,1.198035,9,30,112,1309408,0,20461.38,100,20,72,32,-102297.6,1350,102,11259,6,0,975380,177584,2020,0,78022,2871448,22,372978,0,0,0,10,0,3,0,cJvF,4,0,2,-1
21,0,28,35,0,0,186.64,0,17209020,5.279855,9,16,0,1047928,0,1041156,0,0,8,8,476592,70,30,0,4,0,121480,0,0,0,0,12093840,2,0,0,0,0,5,0,5,0,cJvF,3,0,0,-1
1799,312,236,295,8,120,233.44,0,154428,0.24546,27,162,0,734288,0,21679.65,15,16,80,72,-1311572,1015,24,31113,-20,0,1027290,583926,435,0,294357,3081792,40,836316,0,0,0,4,0,5,1,UYBR,1,0,3,-1
2100,6320,216,270,6,48,231.44,0,8380740,4.59624,36,80,399,2247104,0,71807.7,25,0,40,48,118065.6,1515,108,39402,32,0,1612175,523724,1035,9,1079778,10458840,38,0,0,0,0,5,0,5,0,UYBR,3,0,4,-1
882,604,228,285,8,120,186.64,0,3302220,3.427259,9,40,98,1541080,0,201487.8,25,10,72,40,186706.4,660,60,612,16,0,3459555,1423512,260,9,64043,10627760,34,1059006,0,0,1,10,0,5,0,cJvF,4,0,2,-1
679,0,164,205,2,48,342.24,0,4997424,3.139073,27,30,0,1267216,0,184443.9,30,0,32,16,41689.6,560,72,0,6,0,2790375,659854,0,0,554407,9398080,30,0,0,0,1,10,0,5,0,cJvF,4,3,2,-1
987,1652,228,285,6,120,166.56,0,518400,4.216407,27,112,35,299864,0,23454.66,5,10,40,32,189614,1065,6,4032,8,0,309695,454156,35,9,708673,2607048,62,914772,0,0,1,10,0,5,0,cJvF,4,0,2,-1
3108,384,484,605,24,216,286.96,0,6830040,6.393933,18,58,112,870208,0,57885.9,85,40,280,112,126793.6,1325,108,16857,-24,0,2934630,300306,5485,18,1157345,10588640,50,1810176,0,0,1,10,0,5,1,UYBR,4,0,2,-1
665,2256,232,290,4,216,233.44,0,0,6.375774,9,80,21,398216,0,13863.51,0,32,72,80,-1183232,525,0,1557,-24,0,59305,368816,165,0,178612,1339320,10,532704,0,0,1,10,0,5,1,UYBR,4,0,2,-1
1736,100,180,225,2,64,381.6,0,7673700,6.687246,18,106,56,2213208,0,69512.7,20,4,40,88,242906,740,108,67995,14,0,722780,1275720,1510,27,91,10742160,4,11532,0,0,1,10,0,5,0,cJvF,4,0,2,-1
2597,4,324,405,12,200,166.56,0,1208772,5.071993,9,66,0,693600,6,14958.39,35,20,112,120,20630,1695,36,288,42,24,286450,448968,0,0,110320,2638180,36,382470,0,0,1,10,0,5,0,cJvF,4,0,2,-1
532,0,132,165,2,128,324,0,1339464,2.936979,9,28,0,691200,0,225182.7,0,12,32,8,106103.2,500,24,0,4,8,1731335,2764800,0,18,604800,10226840,12,3110400,0,0,1,10,0,5,0,cJvF,4,0,2,-1
861,2388,348,435,10,248,214.64,0,114882,0.62038,27,64,532,247000,0,7338.69,5,14,88,88,-34312.28,825,6,3582,-20,0,351900,156032,480,18,75026,856108,72,87696,0,0,1,10,0,5,1,UYBR,4,3,2,-1
1659,332,236,295,8,208,200,0,0,2.938475,9,114,0,278848,0,9438.84,0,10,72,128,-13246.56,875,0,657,-28,0,123825,77484,165,18,57918,480268,24,130224,0,0,0,4,0,5,0,UYBR,6,0,3,-1
364,0,144,180,2,40,166.56,0,3611748,0.726341,9,24,0,1267064,0,92778.59,30,4,48,24,24923.44,405,108,0,4,0,31795,46808,0,0,135625,4255000,4,117510,0,2,1,10,1,5,0,UYBR,4,4,2,-1
749,0,172,215,0,64,246.8,0,2592000,0.796625,9,34,0,1662672,0,215180.1,20,8,32,96,110062,560,30,162,8,0,4010220,1382400,35,9,0,10652200,20,2073600,0,0,1,10,0,5,0,UYBR,4,0,2,-1
84,0,48,60,0,24,233.92,0,4175106,0.177953,9,16,0,0,0,197308.5,15,0,24,0,-269834.8,350,24,0,-22,8,2510190,669784,0,0,0,8671800,4,0,0,0,2,10,0,5,1,cJvF,4,0,2,-1
3479,588,124,155,0,16,255.04,0,9834540,3.90173,9,98,0,0,0,46549.8,45,0,32,0,143295.6,945,114,42966,-28,0,172215,345600,1580,18,0,10466960,2,0,0,0,0,4,0,5,0,UYBR,6,3,3,-1
