dataset,task,table_group,method_family,teacher_setting,model,seed,score,interpretability,selected_num_cells,selected_num_epics
Servo,regression,co_supervision,explainable,GB,SynthTree-GB,1,0.5248495503562176,3.559520929107186,40.0,
Servo,regression,co_supervision,explainable,GB,CART-GB,1,0.4718733330301354,8.52555086732302,20.0,
Servo,regression,co_supervision,explainable,GB,LRT-GB,1,0.7910484529156571,,20.0,
Servo,regression,co_supervision,explainable,GB,MLM-EPIC-GB,1,1.4625913656937897,,20.0,2.0
Servo,regression,co_supervision,explainable,LRF,SynthTree-LRF,1,0.657284862929099,3.000725864989112,40.0,
Servo,regression,co_supervision,explainable,LRF,CART-LRF,1,0.478059166879383,7.790904828879513,20.0,
Servo,regression,co_supervision,explainable,LRF,LRT-LRF,1,0.5587388223316068,,20.0,
Servo,regression,co_supervision,explainable,LRF,MLM-EPIC-LRF,1,1.4791894735637352,,20.0,3.0
Servo,regression,baseline,black_box,,MLP,2,0.9747743151399179,,,
Servo,regression,baseline,black_box,,RF,2,0.3259089143511512,,,
Servo,regression,baseline,black_box,,GB,2,0.5882667342989274,,,
Servo,regression,baseline,black_box,,LRF,2,0.30765943801070356,,,
Servo,regression,baseline,explainable,,LR,2,1.0413146818442218,,,
Servo,regression,baseline,explainable,,CART,2,0.25847391227074584,5.015037593984962,,
Servo,regression,baseline,explainable,,LRT,2,1.9638219694750936,,,
Servo,regression,co_supervision,explainable,INT,SynthTree-INT,2,1.359282401694278,3.628457571495546,20.0,
Servo,regression,co_supervision,explainable,INT,CART-INT,2,0.37494683467281037,8.700217759496734,40.0,
Servo,regression,co_supervision,explainable,INT,LRT-INT,2,0.4512549373970423,,40.0,
Servo,regression,co_supervision,explainable,INT,MLM-EPIC-INT,2,1.9884364797066705,,40.0,2.0
Servo,regression,co_supervision,explainable,MLP,SynthTree-MLP,2,1.0639754766293634,3.76488513830286,20.0,
Servo,regression,co_supervision,explainable,MLP,CART-MLP,2,0.9073040871158917,10.147834502782482,40.0,
Servo,regression,co_supervision,explainable,MLP,LRT-MLP,2,0.9591965451966862,,40.0,
Servo,regression,co_supervision,explainable,MLP,MLM-EPIC-MLP,2,2.176879737345389,,40.0,2.0
Servo,regression,co_supervision,explainable,RF,SynthTree-RF,2,1.441093451030831,3.2083919362400373,20.0,
Servo,regression,co_supervision,explainable,RF,CART-RF,2,0.3224475235714749,6.7495765787563515,40.0,
Servo,regression,co_supervision,explainable,RF,LRT-RF,2,0.5515158761661397,,40.0,
Servo,regression,co_supervision,explainable,RF,MLM-EPIC-RF,2,2.0279652612613006,,40.0,2.0
Servo,regression,co_supervision,explainable,GB,SynthTree-GB,2,1.407089704618551,3.319034224097515,20.0,
Servo,regression,co_supervision,explainable,GB,CART-GB,2,0.40444983899524173,7.857004597144931,40.0,
Servo,regression,co_supervision,explainable,GB,LRT-GB,2,0.6705889721409557,,40.0,
Servo,regression,co_supervision,explainable,GB,MLM-EPIC-GB,2,2.0504140725127167,,40.0,2.0
Servo,regression,co_supervision,explainable,LRF,SynthTree-LRF,2,1.4340121248694027,2.8799812470698547,20.0,
Servo,regression,co_supervision,explainable,LRF,CART-LRF,2,0.3323512496251005,10.038954754415679,40.0,
Servo,regression,co_supervision,explainable,LRF,LRT-LRF,2,0.8886755381836777,,40.0,
Servo,regression,co_supervision,explainable,LRF,MLM-EPIC-LRF,2,1.92871412339253,,40.0,3.0
Servo,regression,baseline,black_box,,MLP,3,0.6902164613030023,,,
Servo,regression,baseline,black_box,,RF,3,0.3396186649299797,,,
Servo,regression,baseline,black_box,,GB,3,0.2714199344158591,,,
Servo,regression,baseline,black_box,,LRF,3,0.3533724607293038,,,
Servo,regression,baseline,explainable,,LR,3,1.2133656809909965,,,
Servo,regression,baseline,explainable,,CART,3,0.24654160057543908,4.69172932330827,,
Servo,regression,baseline,explainable,,LRT,3,1.7270887075831964,,,
Servo,regression,co_supervision,explainable,INT,SynthTree-INT,3,1.4485522545347638,3.5293014533520863,20.0,
Servo,regression,co_supervision,explainable,INT,CART-INT,3,0.30296919341593664,9.390360676667731,30.0,
Servo,regression,co_supervision,explainable,INT,LRT-INT,3,0.4042224607673776,,30.0,
Servo,regression,co_supervision,explainable,INT,MLM-EPIC-INT,3,2.1421100473636665,,30.0,2.0
Servo,regression,co_supervision,explainable,MLP,SynthTree-MLP,3,0.7284115793606006,3.796031938059521,40.0,
Servo,regression,co_supervision,explainable,MLP,CART-MLP,3,0.41998130482609464,8.322550398499766,20.0,
Servo,regression,co_supervision,explainable,MLP,LRT-MLP,3,0.4675768706168667,,20.0,
Servo,regression,co_supervision,explainable,MLP,MLM-EPIC-MLP,3,1.9914358126372405,,20.0,2.0
Servo,regression,co_supervision,explainable,RF,SynthTree-RF,3,1.7223929139287604,3.4064697609001406,20.0,
Servo,regression,co_supervision,explainable,RF,CART-RF,3,0.352245582203341,6.477497606128312,30.0,
Servo,regression,co_supervision,explainable,RF,LRT-RF,3,0.2799944252878405,,30.0,
Servo,regression,co_supervision,explainable,RF,MLM-EPIC-RF,3,2.090279547610981,,30.0,2.0
Servo,regression,co_supervision,explainable,GB,SynthTree-GB,3,1.5633858448533642,3.6631504922644162,20.0,
Servo,regression,co_supervision,explainable,GB,CART-GB,3,0.2734055396124812,6.880918893577121,20.0,
Servo,regression,co_supervision,explainable,GB,LRT-GB,3,1.2483537008537728,,20.0,
Servo,regression,co_supervision,explainable,GB,MLM-EPIC-GB,3,2.070595479194948,,20.0,2.0
Servo,regression,co_supervision,explainable,LRF,SynthTree-LRF,3,1.6181515744567634,2.6833098921706515,20.0,
Servo,regression,co_supervision,explainable,LRF,CART-LRF,3,0.3888880333795024,9.440791573571657,30.0,
Servo,regression,co_supervision,explainable,LRF,LRT-LRF,3,1.0858291107335414,,30.0,
Servo,regression,co_supervision,explainable,LRF,MLM-EPIC-LRF,3,1.9937323381859733,,30.0,2.0
Servo,regression,baseline,black_box,,MLP,4,0.6638639736154681,,,
Servo,regression,baseline,black_box,,RF,4,0.5882136268705263,,,
Servo,regression,baseline,black_box,,GB,4,0.44484518330200545,,,
Servo,regression,baseline,black_box,,LRF,4,0.5393056767829841,,,
Servo,regression,baseline,explainable,,LR,4,1.1238221359126783,,,
Servo,regression,baseline,explainable,,CART,4,0.5088494519734127,5.458646616541353,,
Servo,regression,baseline,explainable,,LRT,4,1.5955064675529287,,,
Servo,regression,co_supervision,explainable,INT,SynthTree-INT,4,1.310816763584869,3.356774496015002,20.0,
Servo,regression,co_supervision,explainable,INT,CART-INT,4,0.4375845425023703,7.452697798209533,40.0,
Servo,regression,co_supervision,explainable,INT,LRT-INT,4,0.656907303434941,,40.0,
Servo,regression,co_supervision,explainable,INT,MLM-EPIC-INT,4,1.9026515198612972,,40.0,2.0
Servo,regression,co_supervision,explainable,MLP,SynthTree-MLP,4,1.257856073416346,3.7583216127519923,20.0,
Servo,regression,co_supervision,explainable,MLP,CART-MLP,4,0.5968221122081294,10.306798935398016,40.0,
Servo,regression,co_supervision,explainable,MLP,LRT-MLP,4,0.5119961414946517,,40.0,
Servo,regression,co_supervision,explainable,MLP,MLM-EPIC-MLP,4,1.7516778681972176,,40.0,5.0
Servo,regression,co_supervision,explainable,RF,SynthTree-RF,4,1.3983351638240293,3.0937646507266763,20.0,
Servo,regression,co_supervision,explainable,RF,CART-RF,4,0.5914614887115551,7.769658843455117,40.0,
Servo,regression,co_supervision,explainable,RF,LRT-RF,4,0.6524891727528255,,40.0,
Servo,regression,co_supervision,explainable,RF,MLM-EPIC-RF,4,2.0794351127223014,,40.0,3.0
Servo,regression,co_supervision,explainable,GB,SynthTree-GB,4,1.3769852813441665,2.795124238162213,20.0,
Servo,regression,co_supervision,explainable,GB,CART-GB,4,0.4396857908828118,7.477135252842971,40.0,
Servo,regression,co_supervision,explainable,GB,LRT-GB,4,0.7112321021106738,,40.0,
Servo,regression,co_supervision,explainable,GB,MLM-EPIC-GB,4,2.105532579633566,,40.0,5.0
Servo,regression,co_supervision,explainable,LRF,SynthTree-LRF,4,1.4607227081548435,3.170886075949367,20.0,
Servo,regression,co_supervision,explainable,LRF,CART-LRF,4,0.48660165695681384,11.92862327607065,40.0,
Servo,regression,co_supervision,explainable,LRF,LRT-LRF,4,0.5122553398278852,,40.0,
Servo,regression,co_supervision,explainable,LRF,MLM-EPIC-LRF,4,2.027609230951219,,40.0,6.0
